municipality_code,state_code,year,total_hospitalizations,total_deaths,population,avg_wage_nominal,literacy_rate,pct_black_parda
431130,43,2008,1944,217,28230,730.4218545454544,92.6,0.17445324420547845
431142,43,2008,176,8,2632,833.9437499999999,84.3,0.327572347266881
431150,43,2008,551,70,8378,618.9257837837839,92.8,0.23333333333333334
431160,43,2008,408,44,6210,676.7634285714286,87.9,0.21086317246151184
431162,43,2008,332,16,5614,855.4385906040267,96,0.11687069625095639
431164,43,2008,75,13,1522,1112.5866666666666,97.2,0.020923076923076923
431173,43,2008,265,15,2987,1015.4450000000002,90.6,0.15379494007989347
431175,43,2008,458,52,6963,629.9926388888889,92.6,0.16612469956171355
431177,43,2008,429,54,7626,1144.2337408759129,93.3,0.113958876339415
431179,43,2008,154,22,2531,875.2691228070172,97.6,0.0379746835443038
431180,43,2008,1728,188,35900,881.6785295656724,96.9,0.12501031211329575
431190,43,2008,457,48,5406,978.8888235294118,93.7,0.1450827653359299
431198,43,2008,164,30,4136,829.5473509933778,93,0.08012735473600424
431200,43,2008,163,12,2321,790.7099999999999,92.3,0.06965174129353234
431205,43,2008,408,41,4137,711.9517391304349,93.2,0.05627918407471123
431213,43,2008,191,18,2722,729.1048387096774,92.2,0.10198300283286119
431215,43,2008,238,27,3773,834.5568750000003,96.8,0.04966373512674599
431217,43,2008,140,22,1895,1065.9553846153847,92.6,0.18388888888888888
431225,43,2008,582,70,8055,682.6053243243247,90.4,0.14124737945492663
431235,43,2008,86,17,1615,990.0221739130434,94.3,0.010369410239792612
431242,43,2008,123,18,2689,488.7025,89.9,0.13454545454545455
431244,43,2008,210,21,3291,793.0742857142856,92.3,0.013195098963242224
431245,43,2008,439,53,6437,647.8703043478264,90.4,0.07964033397559409
431247,43,2008,259,26,5897,847.8357499999995,98.7,0.048264928659503256
431250,43,2008,812,63,12334,754.5591388400702,89.2,0.21830927835051547
431260,43,2008,323,37,4693,741.5065437788018,95.6,0.0891068447412354
431262,43,2008,138,12,1864,562.9777777777776,93.9,0.061190738699007714
431265,43,2008,1122,113,15876,994.288513011153,96.2,0.1407416703269122
431267,43,2008,138,13,1805,672.1933333333332,94.6,0.11498257839721254
431270,43,2008,1043,86,12632,859.7687499999998,89.1,0.214824016563147
431280,43,2008,257,16,4000,753.8641311475404,97.9,0.07296351824087956
431290,43,2008,342,40,9124,1135.2026614173237,96.9,0.09150548580477322
431295,43,2008,179,16,2125,810.5699999999999,97.5,0.026007139214686385
431306,43,2008,1022,96,17535,766.5560268317835,96.5,0.15675587289475118
431308,43,2008,56,21,2581,804.2070967741937,96.7,0.03223174214606283
431310,43,2008,552,41,6663,632.5892233009711,96.6,0.15245152136213147
431330,43,2008,1237,141,23721,895.1294467496537,97.2,0.1476063247339144
431333,43,2008,203,20,2490,779.7010344827586,94.1,0.11197703035274816
431335,43,2008,68,21,3690,1028.5903125000002,95.7,0.04037081339712919
431339,43,2008,245,33,3926,844.816,92.4,0.13485477178423236
431340,43,2008,12585,1515,255945,817.9509297874531,96.5,0.09235334245692452
431342,43,2008,302,37,4293,753.1457142857142,93.1,0.08176260825267448
431349,43,2008,284,40,3981,663.0600000000001,89.5,0.26313144006031663
431350,43,2008,2996,266,41161,822.715327868851,96,0.11836604982032416
431360,43,2008,362,32,4558,805.7409090909092,92.8,0.13171536286522148
431365,43,2008,835,88,11901,725.913230769231,92.2,0.19261622607110301
431390,43,2008,2487,228,38249,969.202477876107,97.1,0.14740271683438871
431395,43,2008,750,70,9913,824.7540625000003,90.7,0.19209781729991915
431400,43,2008,485,29,6895,849.7976537585416,96.9,0.09408483781006899
431402,43,2008,732,48,7609,794.2209803921569,92.4,0.11612375630366635
431403,43,2008,175,25,3236,678.5240350877193,98.3,0.022494305239179953
431406,43,2008,487,30,5225,1157.9323333333334,88.7,0.13249272550921434
431407,43,2008,341,47,6237,849.7013953488371,94.3,0.0748502994011976
431413,43,2008,191,15,2149,950.1117647058825,96.2,0.06281292671825216
431415,43,2008,684,81,7838,684.8946745562132,94.4,0.05543816034804226
431420,43,2008,628,84,8286,652.4712413793106,92.6,0.18791602662570406
431430,43,2008,285,28,3972,752.3534042553193,95.7,0.12908907901358832
431440,43,2008,20710,2663,343167,795.0063783041537,95.8,0.18693111893650466
431445,43,2008,342,20,2412,665.6509411764705,91.3,0.2350835322195704
431446,43,2008,104,15,2059,1051.7251515151515,92.3,0.24073205068043171
431447,43,2008,391,30,4598,616.5065116279069,92.8,0.13998211091234347
431449,43,2008,376,29,4597,675.2126086956522,91,0.151622943530458
431455,43,2008,178,26,3016,739.8777777777776,86.6,0.3252356780275562
431460,43,2008,1510,169,21033,700.5429230769233,90.4,0.20592682189295433
431470,43,2008,906,77,10796,589.1476056338028,89,0.1311163895486936
431475,43,2008,124,8,2081,658.9020000000003,97.7,0.023290386521308225
431478,43,2008,136,15,1864,800.0425,93.9,0.047401484865790974
431480,43,2008,2084,181,30254,1022.1818827415369,95.3,0.12169722842081433
431490,43,2008,92713,10581,1430235,958.0767135872836,97.6,0.19991953748956967
431507,43,2008,211,22,2080,829.6716666666666,92.5,0.11117107393416081
431510,43,2008,830,87,11145,874.6018032786884,89.5,0.32853489913817596
431513,43,2008,224,13,2018,1003.2177777777777,91,0.13859275053304904
431514,43,2008,190,10,2485,769.5906779661018,98.4,0.03621730382293763
431517,43,2008,98,12,2182,717.0282500000001,92.8,0.05697151424287856
431520,43,2008,370,34,4269,687.8224528301889,92.7,0.07701593433124095
431531,43,2008,125,7,1789,835.0181538461541,90.6,0.2545045045045045
431532,43,2008,83,14,2828,761.6740624999998,93.3,0.16857248247879011
431540,43,2008,906,59,10054,550.077894736842,84.7,0.10642668492614692
431545,43,2008,175,22,2250,819.9144444444444,94.8,0.034786641929499075
431555,43,2008,316,16,4243,727.0475,87.9,0.19270113353607962
431560,43,2008,14585,1606,195582,1294.5166161484246,95.5,0.19841402633486963
431570,43,2008,2860,260,38908,759.3129316546763,92.5,0.1308523090019153
431580,43,2008,730,77,10366,770.9194473684214,96.7,0.10257656781720953
431590,43,2008,448,47,5872,651.7292436974791,92.3,0.12987465181058497
431595,43,2008,209,24,2872,846.804,92.8,0.18610129564193167
431600,43,2008,1709,145,20094,653.8449871685199,93.7,0.07338602073283383
431610,43,2008,783,63,9891,723.7511111111112,92.5,0.1622970064566621
431620,43,2008,412,30,5775,963.7218367346936,96,0.08389200942199673
431630,43,2008,535,52,7438,737.4616071428572,93.5,0.2873403664630761
431640,43,2008,3018,301,41715,676.5081597845593,93.1,0.22411101037574294
431642,43,2008,154,17,2669,822.1442857142856,88.1,0.2850539291217257
431643,43,2008,207,18,3038,946.1694444444446,94.3,0.15156794425087108
431645,43,2008,889,95,12665,903.134848484848,91.6,0.17439609460483124
431647,43,2008,143,11,2673,958.204814814815,98.2,0.0651685393258427
431650,43,2008,437,38,7036,711.9903921568631,97.6,0.06742738589211618
431670,43,2008,729,50,9250,834.7607488986778,93.5,0.167836919592299
431675,43,2008,348,41,5774,753.2919780219779,96,0.031063531063531064
431680,43,2008,8844,784,121167,845.1803912850148,96.5,0.13520591341077084
431690,43,2008,10121,1725,266822,743.3982900763342,96.8,0.16224830672101503
431695,43,2008,234,44,6427,761.7096829268286,98.2,0.026098447307565244
431697,43,2008,124,15,2231,656.7210606060605,90.6,0.18402039949001275
431700,43,2008,582,61,8873,633.1775555555556,87.4,0.13854179303651584
431725,43,2008,176,11,1883,732.2117647058823,96.3,0.02556653108657757
431730,43,2008,1861,242,31789,826.6215500442877,94.7,0.170210706334097
431740,43,2008,4058,380,51088,750.3085460992901,95.6,0.14965764590805347
431750,43,2008,6100,529,75627,794.5046686088857,95.8,0.17297708322408098
431755,43,2008,154,17,2289,775.50482758620706,94.4,0.09532710280373832
431775,43,2008,137,15,2100,878.7335,95.4,0.06941649899396378
431795,43,2008,171,14,2686,909.9699999999999,91.5,0.06539398862713242
431800,43,2008,4937,464,63257,853.6139983779404,93.9,0.19949085484498638
431810,43,2008,1594,192,19909,637.2124832214769,93.2,0.12474681900804986
431820,43,2008,1567,151,22262,687.787593984962,93.1,0.20440159703963384
431842,43,2008,362,29,5109,808.6193055555556,91.2,0.08017770255976306
431843,43,2008,166,27,2781,659.890238095238,96.5,0.20144157814871017
431844,43,2008,209,26,2832,744.9607792207795,96.1,0.08108108108108109
431845,43,2008,211,20,3038,545.7993103448275,91.8,0.326718118338846
431846,43,2008,220,16,2550,668.3417647058824,86.8,0.27120181405895694
431849,43,2008,187,24,2150,869.1292857142859,97.4,0.055883689232167195
431850,43,2008,2010,139,25921,650.3399032258058,84.5,0.226866373902133
431860,43,2008,513,43,7183,679.7310606060609,93.8,0.14829833454018826
431862,43,2008,247,18,3297,865.6479999999998,93.1,0.2506836827711942
431870,43,2008,12676,1368,210145,879.1034026424112,96.7,0.13556107768767983
431880,43,2008,3798,383,43451,767.3874378585087,95.1,0.09609853405084431
431890,43,2008,2483,255,35184,791.7820861678003,93.4,0.19972798564690222
431900,43,2008,1779,125,20406,1018.8398360655751,96.1,0.096150019896538
431915,43,2008,571,53,7632,672.7192682926832,91.4,0.2403664780382646
431920,43,2008,346,53,6006,647.0096875,87.5,0.26274441340782123
431930,43,2008,472,45,6811,717.5724137931036,94,0.17093479968578162
431940,43,2008,1060,152,17079,661.0862244897955,94.6,0.1314069277292443
431950,43,2008,1433,152,21142,828.3696523517384,96.4,0.09428714722108239
431960,43,2008,2051,185,24397,709.0239223300975,93.7,0.20744569099541998
431970,43,2008,250,27,4010,764.9910714285714,92,0.13680154142581888
431971,43,2008,178,11,2319,949.0852941176472,95.8,0.07053941908713693
431973,43,2008,286,16,2722,640.2892857142857,85,0.06722054380664652
431990,43,2008,5245,441,77282,843.0075763139793,96,0.14824100498759768
432010,43,2008,1173,111,21504,707.488109540636,94.9,0.2016348773841962
432020,43,2008,862,79,11131,700.9961029411764,92.1,0.17691319508166636
432023,43,2008,234,16,3019,578.5363636363637,91.6,0.18758300132802125
432026,43,2008,627,46,7270,588.5388888888889,90.3,0.27084788378265123
432032,43,2008,254,18,2941,938.9824999999998,94.8,0.10621669626998224
432035,43,2008,385,34,5536,732.2876470588235,94,0.16580111559915367
432040,43,2008,754,75,14387,887.6859319899241,96.7,0.11267012768345727
432045,43,2008,148,16,2419,710.2461904761903,86.6,0.03593339176161262
432060,43,2008,308,21,3987,897.5079310344828,94.2,0.0546448087431694
432067,43,2008,801,97,10669,692.2346666666667,92.6,0.1404310259211441
432070,43,2008,1429,123,14675,777.7259898477153,93.5,0.22045645477457296
432085,43,2008,307,28,4269,750.0464383561642,92.8,0.05808325266214908
432100,43,2008,780,78,10775,739.8000462962962,94.8,0.12364819599961718
432110,43,2008,1337,131,17143,769.0836170212766,93.5,0.21286831028262176
432120,43,2008,2369,320,55270,767.4696299275955,95.6,0.1340494839323622
432130,43,2008,1822,205,26579,795.0824058919811,94.2,0.07001877898286897
432132,43,2008,204,20,2927,843.1788461538464,91.6,0.2676103808560836
432135,43,2008,179,52,5293,804.1375949367092,87.1,0.15526905829596413
432140,43,2008,1061,104,14273,669.073181818182,91.1,0.15131195335276967
432145,43,2008,1969,141,26670,801.0828465346536,98,0.08887911120888792
432146,43,2008,163,15,2705,830.876,93.8,0.22348623853211008
432147,43,2008,473,49,7044,776.7729166666667,90.3,0.12875270813989476
432150,43,2008,2408,223,33686,855.42438287153675,95.4,0.07718498427446115
432160,43,2008,2353,319,42863,827.7977844311374,96,0.11313903717597268
432163,43,2008,219,19,3088,1121.3847058823528,96.6,0.005952380952380952
432170,43,2008,1409,113,24306,882.9889012208655,96,0.1460019288020462
432185,43,2008,328,33,4486,872.6872413793105,89.1,0.2494294842537654
432200,43,2008,1996,194,25096,993.1511826086947,94.2,0.12022175699775141
432215,43,2008,309,34,4532,754.2225,88.1,0.20586897179253869
432218,43,2008,134,16,1777,711.2825,91.1,0.11689961880559085
432220,43,2008,1791,154,23591,786.7141930116476,95.1,0.18113275289471323
432225,43,2008,223,26,3843,926.7219897959179,98.2,0.02140127388535032
432230,43,2008,736,69,8936,813.6934920634918,95,0.0863519513905118
432232,43,2008,239,31,3976,746.0266197183098,94.2,0.10105024127164348
432235,43,2008,184,14,1674,1127.8629999999998,94.7,0.03225806451612903
432237,43,2008,178,17,2421,764.8375862068965,91.5,0.15381476948184414
432240,43,2008,7646,953,127138,805.7811614349777,96.4,0.24671545648777066
432250,43,2008,5244,446,62370,756.7316067028103,94.7,0.2609425688342598
432253,43,2008,776,89,11216,929.1980327868849,93.7,0.13007763134139735
432254,43,2008,296,32,4971,799.357294117647,97.5,0.06427036530572378
432255,43,2008,124,6,2032,837.1986206896552,93.8,0.11687657430730479
432260,43,2008,4590,469,67136,882.9512550607286,95.6,0.1064642819233627
432270,43,2008,1722,159,23702,850.6527599999998,95.1,0.1173282188125417
432300,43,2008,15177,1660,257844,854.8443943298954,95.7,0.24310629320968313
432320,43,2008,197,22,3139,795.2983783783782,97.9,0.07211063549555483
432330,43,2008,185,25,3288,1015.8776562500001,97.4,0.08759351620947631
432335,43,2008,134,9,2293,874.704827586207,94.2,0.09196470041802136
432350,43,2008,218,14,2940,689.8519999999997,93.2,0.1288386869043417
432370,43,2008,184,19,2799,685.61,94.7,0.11231884057971014
432380,43,2008,742,56,11402,809.8493292682924,96.9,0.0997989545637314
500020,50,2008,620,70,13623,853.8412604828487,92,0.5735875216637781
500025,50,2008,58,9,4440,1007.5579245283019,91.3,0.5030634573304158
500060,50,2008,2352,234,34501,768.1061543478282,88.7,0.2803835190463851
500070,50,2008,1634,161,23012,792.9018331374872,90.1,0.5159003188454439
500080,50,2008,443,37,8635,705.0341235728673,89.1,0.5854720979514951
500085,50,2008,601,49,7461,982.8090432801819,89,0.5103418245155672
500090,50,2008,326,58,8618,847.6751197604789,87.3,0.4127177488122792
500100,50,2008,1230,161,20433,860.784569124427,90.9,0.40253572868599075
500110,50,2008,3361,293,46266,749.3685688471293,92.1,0.5201578428148635
500124,50,2008,298,55,9535,796.0629443447023,86.8,0.3655872024970737
500150,50,2008,225,36,6045,737.7732715376227,89.6,0.5455370650529501
500200,50,2008,683,52,10870,813.897457440968,88.9,0.5930328243576849
500210,50,2008,1015,155,23562,830.1517725918583,90.7,0.46587869899059614
500220,50,2008,1201,99,17786,746.6427718926566,91.3,0.5510006126199715
500230,50,2008,1002,78,12494,870.4028326891261,90.4,0.4896423437896339
500240,50,2008,1350,128,23437,937.9776049591461,87.9,0.3756985408258305
500290,50,2008,1433,137,21546,767.9324584284296,89.5,0.4348738493823628
500295,50,2008,1201,43,16781,1026.9870068671557,95.8,0.45254211410249884
500310,50,2008,104,20,4301,753.3166716867465,90.5,0.6210158338474193
500320,50,2008,6061,650,99196,1206.369394816558,94.2,0.7044279873486076
500345,50,2008,1023,83,11586,727.9889612842312,87.2,0.527841845140033
500348,50,2008,535,50,9622,736.9826111111116,89.2,0.4867811655731378
500350,50,2008,231,31,5047,820.9684716981127,89.7,0.33998136067101586
500370,50,2008,13005,1097,187601,984.0919583971075,94.3,0.39004060478687586
500375,50,2008,1289,68,12304,818.9868249585833,86.2,0.5356135100470286
500380,50,2008,1873,151,19327,747.5445192829956,88.4,0.49558730825803743
500400,50,2008,534,66,9915,793.0690264423076,89.2,0.45940773569701854
500410,50,2008,841,66,10482,734.9669402985076,87.7,0.5252242693160991
500430,50,2008,1346,64,15085,821.4226322525586,87.9,0.37947028771175045
500440,50,2008,392,26,7542,789.3403248259857,88.6,0.4576271186440678
500460,50,2008,1170,97,17446,822.2652840300075,84.8,0.5671232876712329
500480,50,2008,700,54,7608,724.8330769230755,77.8,0.29953440248318675
500490,50,2008,164,24,5745,730.7598817966898,91.8,0.5996531062756228
500500,50,2008,1365,126,24042,837.4150275157244,92.5,0.542900562697663
500510,50,2008,170,19,3913,873.4367411300909,88.2,0.6600199401794616
500515,50,2008,242,33,5518,804.3693899782139,81.9,0.48957803762074226
500525,50,2008,288,25,5989,964.0047945205482,88.3,0.37538508934072706
500570,50,2008,4597,225,44828,927.962863297434,89.7,0.5632525578890684
500600,50,2008,668,66,12430,1005.3465310492542,91.4,0.5501125783484452
500625,50,2008,470,29,5074,771.063517241378,88,0.5292450920866222
500630,50,2008,3358,245,40118,761.0654764495603,90.1,0.37688154653795436
500635,50,2008,842,72,11437,1065.2601084598693,83.1,0.34410169217067443
500690,50,2008,435,84,15333,807.3041844323254,89.4,0.521758927990633
500710,50,2008,818,106,19780,831.7554444908174,91.1,0.5892013176111137
500720,50,2008,2555,159,27435,1073.1011794228377,92.6,0.4978476389251239
500740,50,2008,1694,119,19131,739.0259518518501,90.1,0.5971097347943465
500750,50,2008,186,18,4472,743.6601785714282,93.3,0.5828768512882938
500755,50,2008,396,31,7384,867.240696055685,89.2,0.5714876033057851
500769,50,2008,1862,85,21217,991.9432489859001,95.1,0.41812286074581156
500780,50,2008,159,35,6608,768.014317096467,89.5,0.5462786259541985
500793,50,2008,772,50,12991,1051.493899196041,90.5,0.6872050694350815
500795,50,2008,466,63,9483,1026.7087674714085,82.4,0.3301683633516053
500797,50,2008,289,23,3198,784.9400757575752,85,0.6081273088945723
500800,50,2008,547,62,14952,791.0525724104076,92.8,0.5039365486674053
500840,50,2008,320,43,5787,758.7022344827574,86.6,0.5128769908505592
520010,52,2008,788,83,13209,630.6374476704915,90.8,0.5684096966620129
520013,52,2008,1587,85,19173,964.3894720734498,88.4,0.5993589743589743
520015,52,2008,139,12,2596,637.2643992248047,86.7,0.5936238902340597
520017,52,2008,126,21,5243,720.5716169544737,87.9,0.6267923787075231
520020,52,2008,75,9,2121,578.380949367089,92,0.4314796425024826
520025,52,2008,6464,445,139804,775.115944128301,94,0.6766198809127928
520030,52,2008,1723,137,20661,877.5327566754412,89.6,0.6103296241864371
520050,52,2008,143,14,2121,760.6144897959186,85.8,0.4649122807017544
520055,52,2008,144,17,3318,1728.7135704023003,89.8,0.6790945406125166
520060,52,2008,304,15,6913,699.8459133489464,90.5,0.6386871914028464
520080,52,2008,699,39,8570,748.5594362017758,84.9,0.7136672850958565
520082,52,2008,81,9,3662,718.8598947368413,88.3,0.7569141193595342
520085,52,2008,495,30,4811,1317.3183960948413,85.8,0.5632601198039572
520110,52,2008,23762,1916,331329,1030.5739391260774,94.2,0.5257550491013526
520145,52,2008,81,11,2830,772.5152059925097,88.4,0.6474464579901154
520160,52,2008,446,25,3966,556.8321739130437,85.2,0.5387851696029451
520170,52,2008,1278,120,17777,725.3795817490486,91.7,0.6616409920244728
520235,52,2008,421,19,3532,615.227936507937,87.7,0.5784014643075046
520250,52,2008,484,26,6879,832.6131265508681,89.6,0.6509270374816594
520260,52,2008,221,25,3761,628.16020746888,85.4,0.587236373596275
520280,52,2008,245,22,2431,653.0130324909743,87.8,0.49612403100775193
520310,52,2008,322,15,3551,781.2012389380533,87.6,0.6433378196500673
520330,52,2008,1673,140,21466,849.1143664169808,91.9,0.47839543881083285
520340,52,2008,753,48,8679,723.1008576998054,86.5,0.5998338081671415
520355,52,2008,778,35,7157,719.1324873949586,90.3,0.5540666047499004
520360,52,2008,89,13,3294,705.3785477178427,90,0.5115991339313332
520380,52,2008,509,34,5203,821.7364338235284,86.9,0.6539019963702359
520390,52,2008,1166,82,8485,665.2866845493548,91,0.39679734953064605
520393,52,2008,248,8,2248,635.6188000000004,87.2,0.5704802811401796
520400,52,2008,573,40,6796,700.9907065217387,89,0.7201903467029231
520410,52,2008,286,39,8280,1072.3476829730723,90.3,0.45252984650369527
520455,52,2008,115,11,3299,620.4441690962104,90.9,0.47384245339747444
520460,52,2008,126,14,3554,715.934190140845,89.7,0.6773907910271547
520465,52,2008,167,21,3892,688.4170666666664,88.9,0.555099808586273
520480,52,2008,256,26,6127,859.868501152959,91.1,0.5048671836330638
520485,52,2008,255,26,5903,852.8251376146782,88.6,0.5544697212431913
520490,52,2008,2301,116,18984,735.9457343083482,87.5,0.7649774591276954
520495,52,2008,487,30,6281,807.1807729468595,82.4,0.7140011949810795
520500,52,2008,590,48,9333,768.1300994574999,90.2,0.5183111210661888
520505,52,2008,350,25,3590,804.1665789473677,77.8,0.6482550151140423
520510,52,2008,3749,444,79618,1145.0354731821105,94.7,0.4231257501615733
520530,52,2008,853,34,10290,925.7902304147474,77.8,0.834238262535931
520540,52,2008,1385,144,19114,853.6005895821406,92.5,0.5118467403368239
520547,52,2008,262,20,5673,1179.543928383359,96.6,0.5575549842902028
520552,52,2008,340,16,3999,587.055747508306,86.9,0.7761066969353008
520590,52,2008,422,39,8447,919.107470300489,91.7,0.48716695184551456
520620,52,2008,1933,209,38126,799.3496383822422,92.5,0.6273373263777077
520640,52,2008,1487,87,14986,1320.2302983539125,89.9,0.6758454412791066
520650,52,2008,285,21,3725,690.5643609022561,90.3,0.40213723284589425
520660,52,2008,229,18,3143,711.0569108280262,92.3,0.34468802698145024
520670,52,2008,348,21,3646,587.359333333335,83.5,0.6762830245976313
520680,52,2008,226,18,2789,662.7784132841325,87.6,0.47925764192139736
520690,52,2008,86,7,2073,781.4741772151895,86.8,0.45503159941662613
520710,52,2008,50,18,2269,695.9237499999994,89.2,0.5108870967741935
520740,52,2008,982,61,10577,1092.3768230452677,89.3,0.5416703647821071
520753,52,2008,554,40,7063,667.0224697754741,84.7,0.6232817869415808
520760,52,2008,422,29,6469,714.5966870229,87.3,0.44662343824134115
520780,52,2008,862,50,10664,748.7786091794156,90.2,0.49140834124859684
520790,52,2008,797,36,11122,686.7893635250912,86.2,0.7552001325930223
520800,52,2008,5184,406,94717,816.1297398083776,92.4,0.6384609236056991
520815,52,2008,87,20,3492,784.1707761194025,89.5,0.5818070818070818
520830,52,2008,446,25,5537,734.7841214057513,82,0.8138222849083215
520840,52,2008,1498,53,11580,888.7540316901417,85.8,0.5212228870605834
520850,52,2008,664,33,5074,760.3572769953051,92.6,0.3761868590960881
520870,52,2008,81103,7173,1265391,1379.090305647795,96.6,0.5042112070488372
520890,52,2008,3796,128,24859,796.6388352745394,88.4,0.6092284050469103
520929,52,2008,93,10,2411,848.5480246913577,90.2,0.6478754732856542
520940,52,2008,85,11,4151,794.609806451612,80.5,0.7032167175393285
520980,52,2008,209,19,4231,559.2460981308412,89.8,0.5598014888337469
520990,52,2008,1146,68,12672,815.0426496674046,83.8,0.7711618925008046
520993,52,2008,266,27,5887,745.6771205673758,83.9,0.6159649122807017
520995,52,2008,1259,60,13230,793.4924320352688,89.3,0.5647282291057861
521020,52,2008,2230,247,32002,831.7403755522805,89.1,0.5179536370903277
521030,52,2008,242,14,2891,717.116085526317,89,0.6457756232686981
521056,52,2008,140,33,4369,699.7536129032252,86.7,0.5770934869295525
521060,52,2008,399,25,5605,620.0538124999995,87.9,0.7206693637366679
521080,52,2008,425,33,5544,773.5890787518568,90,0.43195733754690896
521090,52,2008,2116,81,16806,922.7426937984484,89.1,0.5802589522726042
521100,52,2008,925,46,8084,678.4409512195112,85.4,0.6205972434915773
521140,52,2008,902,56,9046,656.0322261484092,89.5,0.4944029850746269
521150,52,2008,3186,598,91843,996.2881819543587,92.7,0.45499763145428707
521160,52,2008,154,15,2764,528.9008888888895,89.1,0.4947447447447447
521190,52,2008,6212,480,85491,922.557949654628,93.8,0.5487404411012761
521205,52,2008,77,8,2281,552.6614485981316,86.4,0.7231638418079096
521210,52,2008,484,43,6918,754.8836300417254,90.7,0.49262536873156343
521220,52,2008,1827,104,19229,694.6587026359063,89,0.5360238070376945
521225,52,2008,9,7,1308,844.6415929203539,93.8,0.5115537848605578
521250,52,2008,8341,784,203800,923.4276347578855,92.8,0.6345025554053125
521270,52,2008,543,24,6891,1131.7024747474734,82.5,0.7310826542491269
521295,52,2008,431,17,4433,697.0250892857138,85.7,0.6090600226500567
521305,52,2008,30,14,2930,729.5301273885347,84.5,0.7181682799702159
521308,52,2008,1685,166,31647,1228.9291641591456,88,0.6524795377948965
521310,52,2008,2516,218,47500,936.8337933869209,93.3,0.5549909324467281
521350,52,2008,616,19,7418,498.3107592190905,80.2,0.84387530720476
521375,52,2008,397,37,9766,913.3977985611517,92.2,0.4952236829660456
521377,52,2008,70,18,4621,691.163094339623,86.2,0.6786320640310454
521380,52,2008,3523,255,40512,835.4548352849359,92.6,0.4153059501700393
521385,52,2008,273,10,2391,659.1289062499997,87,0.5443360203648706
521390,52,2008,369,40,4988,696.0190740740743,88.1,0.47803514376996803
521405,52,2008,710,26,6916,773.9326636225258,82.9,0.6716881503339028
521410,52,2008,305,10,4078,705.2703448275863,85.8,0.6625974025974026
521440,52,2008,680,38,7536,783.8590806945871,88.5,0.5266031746031746
521460,52,2008,3499,201,39720,1224.4198265896018,89.2,0.6634719796043624
521483,52,2008,849,69,13221,833.9192866756385,84.6,0.7177230046948356
521487,52,2008,100,10,2687,722.2995102040818,91.2,0.6961443226034666
521490,52,2008,53,11,3644,663.954825174825,84.9,0.8171082949308756
521500,52,2008,358,47,7168,898.7773199221261,91,0.47724477244772445
521525,52,2008,83,11,4191,669.5237323943654,84.5,0.7422289613343442
521550,52,2008,250,33,4952,1962.6918776916452,93.6,0.33979517190929043
521560,52,2008,1672,110,27429,833.5138869608332,87.7,0.678483665799364
521565,52,2008,223,17,3319,673.5891104294479,91.8,0.4875444839857651
521580,52,2008,270,19,2324,635.9058781361999,90.1,0.521404109589041
521590,52,2008,383,24,3745,670.694275,88.8,0.47807757166947723
521600,52,2008,59,16,2678,774.8479545454541,87.2,0.43533358181140513
521630,52,2008,549,59,7899,698.2536951501157,88,0.5043401823975387
521640,52,2008,812,69,11283,852.3045768566454,90.2,0.521539027982327
521645,52,2008,18,12,2829,1697.4585292670924,89.7,0.6611318197221281
521690,52,2008,119,15,2872,539.5490234375002,89.9,0.5930064888248018
521710,52,2008,2027,172,24008,814.2711371237455,91.5,0.4873683772422691
521730,52,2008,2380,100,20990,666.9042233194067,90.7,0.47120441604728996
521740,52,2008,1870,185,27792,706.3940418054053,92.6,0.4369154816952335
521760,52,2008,3958,315,79162,823.3112552684642,91.2,0.6912676056338029
521800,52,2008,3618,195,40420,777.0479028191643,90.7,0.6271366512418548
521805,52,2008,60,22,3129,1165.4590598290583,88.6,0.6170848267622461
521850,52,2008,2196,129,39485,1014.1551954415999,91.2,0.4729876680317438
521870,52,2008,239,36,4269,1032.4133526011553,86.6,0.6511933435515656
521878,52,2008,85,10,3177,999.4676405016263,95.3,0.471777844853607
521900,52,2008,444,43,7905,645.2630665380901,88.7,0.47596344854986095
521910,52,2008,492,32,5936,749.3547469220241,87.8,0.6401251738525731
521920,52,2008,293,19,3663,704.3913480392154,88.8,0.46356983773464844
521925,52,2008,404,13,4812,846.7055750487322,88.9,0.6363636363636364
521935,52,2008,113,17,3580,638.4768644067796,86.8,0.6021155410903173
521940,52,2008,126,27,6171,744.1470488322719,91.1,0.5949458483754513
521960,52,2008,227,26,4196,698.223092783505,87.8,0.7164664664664665
521971,52,2008,137,13,4276,823.2903682719542,84,0.6299728752260397
521973,52,2008,260,14,4129,1428.426930693071,92.2,0.5735544217687075
521975,52,2008,5845,230,57908,766.8535371413226,91.9,0.6635045613369381
521990,52,2008,186,28,5847,631.8017300380222,87.7,0.5856886129717367
522000,52,2008,597,51,8642,672.6016574585612,88.9,0.7443946188340808
522005,52,2008,49,5,1706,695.5321153846155,90.3,0.4556213017751479
522010,52,2008,2764,168,27684,757.8796633529201,91,0.514999167637756
522015,52,2008,178,25,4426,708.6117135549872,85.6,0.6290601992204418
522020,52,2008,2962,120,23128,848.9123375000004,89.4,0.5866541015975588
522026,52,2008,257,11,3824,627.4112017167375,90.4,0.4353379457158063
522028,52,2008,75,9,2129,931.0664672364671,88.2,0.4819277108433735
522040,52,2008,1263,99,14308,993.1218375159505,89.8,0.5838843700626134
522045,52,2008,6512,336,75297,999.657004859367,93.9,0.6717232722277485
