municipality_code,state_code,year,total_hospitalizations,total_deaths,population,avg_wage_nominal,literacy_rate,pct_black_parda
293230,29,2011,1518,127,25295,637.0393877551029,76.2,0.8579084183163367
293240,29,2011,1088,78,13634,737.9016666666666,85.1,0.6797299280786732
293270,29,2011,1147,133,19738,632.3723560209426,80.5,0.8230164331081762
293290,29,2011,6638,505,89510,690.7615062761487,83.5,0.8213004939441099
320110,32,2011,699,89,9496,924.4216584967323,92,0.48781259892371004
320180,32,2011,302,32,4493,1078.5126030927825,85.8,0.359530661943768
320310,32,2011,1122,95,10932,1017.0941709053917,87.9,0.48740808823529413
320380,32,2011,1207,101,14452,1052.6153738644311,89.8,0.5179551295408765
320420,32,2011,1191,106,18364,1051.4013451557103,92.9,0.5011586846170824
410060,41,2011,1518,99,13736,1046.4128743455499,89.1,0.39380854800936765
410450,41,2011,1645,140,18549,1058.7854811138689,92.7,0.18286824634317483
410520,41,2011,1470,109,16983,910.3343791281371,83.4,0.36141448727787945
411130,41,2011,470,36,3517,1090.5864814814806,80.9,0.5909598214285714
411300,41,2011,518,45,6634,1216.5618279569887,92.8,0.352291635153532
411360,41,2011,239,30,4427,1324.3587076923084,88.7,0.33303044070876875
411390,41,2011,1132,111,13002,1072.4854735840088,96.6,0.10428549406505318
411435,41,2011,182,16,3076,976.3413872832368,86.7,0.319693094629156
411460,41,2011,2441,289,47266,1200.7273631316357,96,0.1712088850918411
411573,41,2011,247,29,3766,869.5724223602484,82.5,0.341974338832155
411620,41,2011,1159,110,15753,975.0295953237405,93.9,0.34989503149055284
411705,41,2011,854,76,11206,1099.0442899408292,88.4,0.2511119017968333
411740,41,2011,284,27,3379,1033.0834948979586,91,0.39810706891452236
411970,41,2011,440,25,4103,1032.939498432601,87.9,0.47607421875
412215,41,2011,879,75,13652,1124.4495468589084,90.8,0.321256038647343
412530,41,2011,474,32,5512,1036.425505050505,90,0.26368249365712215
412610,41,2011,310,32,5373,1075.067226277373,89.4,0.3085981308411215
412690,41,2011,606,37,5802,915.6273684210514,86,0.4175089943464108
412770,41,2011,8995,689,120934,1270.361486638405,95,0.2988417117857083
412796,41,2011,1039,95,13717,1269.8635051993053,88.9,0.25709527946713
412865,41,2011,291,26,3951,965.3465426695848,92.6,0.19893697798025817
430050,43,2011,633,59,7856,1121.6421548821531,87.9,0.14150473343298456
430190,43,2011,600,103,12628,1055.4629301185114,93.1,0.13831225642249265
430200,43,2011,842,84,11117,1109.6509999999996,87.2,0.2551643614154841
291465,29,2011,2512,146,28593,755.2452701421805,76.3,0.7919763305272798
320050,32,2011,508,51,7505,866.0143847072877,86.9,0.486090775988287
410580,41,2011,18441,1303,215242,1304.4006695029861,94.9,0.3464135456970061
412640,41,2011,487,51,5763,1139.0472387344184,89.7,0.27311790993468543
312010,31,2011,256,37,4220,NA,90.2,0.7850178359096314
312590,31,2011,792,83,10723,NA,81.5,0.6956080457649013
312880,31,2011,627,63,7185,NA,90.4,0.4552518384903566
314410,31,2011,1433,148,20418,NA,93.8,0.1910821790416524
314650,31,2011,506,55,8031,NA,93,0.3998752339363693
314660,31,2011,80,15,1554,NA,90.6,0.3624118024374599
315630,31,2011,726,56,6982,NA,92.9,0.44015725101921954
316660,31,2011,28,3,811,NA,86.1,0.5637254901960784
317103,31,2011,435,37,8436,NA,76.5,0.8116688630645741
330250,33,2011,9707,1727,228972,NA,94,0.6279962872212667
291820,29,2011,1416,64,14147,609.5325555555559,81.4,0.7834124229761315
292890,29,2011,1267,85,28301,1158.6269402985067,78.8,0.7199204627621113
293050,29,2011,5714,416,77309,794.5868429487172,85,0.7775230254158905
410070,41,2011,600,99,10135,1020.3113647851732,85.6,0.5293713163064833
410410,41,2011,616,45,7186,997.2329967426709,90.9,0.4142576480493966
411120,41,2011,717,62,10637,1041.9888415509804,92.6,0.19312571211545765
320020,32,2011,3243,259,30696,1143.3537232250305,87.9,0.505671292534694
310080,31,2011,197,40,4092,NA,88.4,0.37311960542540074
310220,31,2011,145,24,4386,NA,83.4,0.5777277840269966
310240,31,2011,273,28,3548,NA,83.3,0.9092190583591768
311050,31,2011,1215,134,21122,NA,88.8,0.31905507328874344
311230,31,2011,2502,191,35090,NA,82.2,0.738823123778876
312125,31,2011,428,31,8322,NA,88,0.6458590852904821
312150,31,2011,180,30,3000,NA,84.1,0.2403846153846154
312390,31,2011,1335,103,14329,NA,92.5,0.39675630134100964
312737,31,2011,214,37,3079,NA,79.6,0.6352324819908317
312910,31,2011,630,34,6080,NA,88.8,0.44688823721081783
313000,31,2011,168,19,2875,NA,90.2,0.5162190442971748
313090,31,2011,1641,151,24248,NA,86.4,0.5655073060300473
313280,31,2011,128,15,2261,NA,80.9,0.7206654991243433
313410,31,2011,410,28,5845,NA,85.8,0.51243354484651
313450,31,2011,203,32,3896,NA,94.2,0.45477772100153296
313540,31,2011,385,38,5341,NA,92.2,0.5906226834692365
313640,31,2011,259,30,4339,NA,86.3,0.8406874129122155
314090,31,2011,1619,109,17743,NA,86.3,0.6747732426303855
314620,31,2011,376,45,6001,NA,73.4,0.7478810038225029
314950,31,2011,237,27,3177,NA,92,0.5319014529374605
315060,31,2011,348,47,6399,NA,89.2,0.45091306383642893
315220,31,2011,2499,192,37607,NA,81.4,0.700196662060168
315350,31,2011,612,65,8308,NA,90.5,0.3559322033898305
316090,31,2011,180,32,3531,NA,95.4,0.5867956744450769
316905,31,2011,297,32,3960,NA,90.1,0.08807896735003796
316950,31,2011,301,54,6329,NA,83.2,0.7265649825230378
317040,31,2011,3697,397,78144,NA,92.3,0.5969883711935642
317080,31,2011,2194,180,36129,NA,89.2,0.7566601507958671
330150,33,2011,1540,156,20571,NA,94.1,0.4365425089325045
330280,33,2011,1059,175,17981,NA,94.3,0.5136039250669046
330370,33,2011,2587,330,41367,NA,94,0.5440428380187416
420110,42,2011,417,13,3213,NA,90,0.04510108864696734
420150,42,2011,681,48,7821,NA,94.9,0.0668042300748001
420770,42,2011,522,28,7245,NA,95.5,0.08918432350090015
421125,42,2011,199,12,2888,NA,95.1,0.06364579730197163
421320,42,2011,2003,199,28192,NA,98.4,0.07798991354466858
310290,31,2011,678,72,11133,NA,89.1,0.47935222672064776
310740,31,2011,3035,308,46061,NA,94.6,0.4264767123287671
312720,31,2011,159,22,3900,NA,88.9,0.7310684647302904
110015,11,2012,2364,212,37482,1191.9048176948347,90.2,0.6361359382003217
110025,11,2012,1257,108,21709,1169.7830267192307,88.8,0.5892025089605735
130063,13,2012,610,36,16158,2544.631666666667,77.6,0.8680829082456254
130110,13,2012,259,105,33517,1221.4706147540985,88.8,0.7826790896593859
150405,15,2012,3017,174,28290,1120.2273821138263,85.6,0.761333094427522
150775,15,2012,528,23,5236,1025.8867789165447,82.7,0.7206814580031695
170070,17,2012,1206,52,8354,1103.3908158508173,91.2,0.6840597014925374
170550,17,2012,2897,181,31675,1147.5880966616864,90,0.6633807840721164
171330,17,2012,1625,79,12747,957.3836699729477,88.7,0.6598542458808618
171550,17,2012,89,1,1049,846.2762650602413,86,0.7543352601156069
172097,17,2012,131,13,2601,1140.8225876010774,85.6,0.7561451424112369
210490,21,2012,1099,54,11997,900.7815281173613,89,0.840009932130442
210596,21,2012,292,40,12501,1035.017948717948,72.5,0.8194523673702224
210805,21,2012,1261,41,14971,1189.0964402810316,77.1,0.7552341597796143
220027,22,2012,351,23,5173,1311.5941379310345,70.5,0.5620876988746605
220173,22,2012,221,38,6042,955.763428571428,68.8,0.5874335106382979
220290,22,2012,740,135,25737,1112.3602348578463,85.5,0.7429943324937027
220510,22,2012,862,70,10728,843.5998703703693,78.2,0.7610263133252178
220730,22,2012,131,22,4049,982.9010828025476,79.6,0.7849753694581281
220740,22,2012,313,30,4962,1438.493765182186,80.3,0.7014417300760913
220945,22,2012,102,13,2087,1099.2549450549448,75.5,0.8223300970873786
221005,22,2012,160,27,5189,1010.1239849624068,73.7,0.7541270149543601
240070,24,2012,418,67,12729,2364.9697060682647,84.6,0.5772793759141882
240080,24,2012,934,60,11538,1268.9346646795827,79.4,0.6625108225108225
240430,24,2012,773,62,12465,1287.7290196078438,83.4,0.581010101010101
240460,24,2012,404,47,12462,1063.8497664835172,78.4,0.7508215576733487
240500,24,2012,512,56,8150,1001.4456763925743,78.5,0.5570275044158466
240630,24,2012,288,46,7079,1015.1999723756934,70.1,0.6659513590844063
240810,24,2012,37701,4887,817590,1910.4366856995834,92.4,0.5451949635454252
250090,25,2012,539,124,12820,937.6546398659958,67.8,0.6657973763236921
210043,21,2012,935,82,25326,887.787238883142,73.8,0.845609756097561
220375,22,2012,322,22,5133,634.6013812154697,72.1,0.7869950738916256
500270,50,2011,48409,4501,796252,1949.4152436318445,96,0.4765479830909585
521180,52,2011,4809,227,42530,875.8328200371122,92,0.5949463829380717
130006,13,2012,259,24,9794,1133.0952849740984,77,0.614702154626109
150040,15,2012,5631,221,53369,1170.8436954206588,88.2,0.7974613791399852
150085,15,2012,1299,73,22225,1102.5277007700772,84.6,0.7453271028037384
150805,15,2012,1436,53,17303,1211.0851846153853,85.3,0.727719838824366
210150,21,2012,1365,83,17862,796.6932863187592,80.8,0.7743526510480888
210510,21,2012,1551,72,25698,1267.5452351485135,83.7,0.9112781356875845
211160,21,2012,1423,93,17868,1426.7751943127942,83.8,0.7590271816881259
211180,21,2012,1445,70,17288,1046.35966405375,83.9,0.7271657942715991
220209,22,2012,247,25,5700,1252.5210365853657,72.7,0.6771861777150917
220225,22,2012,83,20,3892,1019.9418944099375,79.4,0.8424273329933707
220830,22,2012,1005,162,27971,1193.8709047237817,75.9,0.7190970458009727
230010,23,2012,575,45,10815,601.170234375001,76.5,0.7155377726969611
230125,23,2012,368,75,10564,944.2631536926152,73.6,0.6800419367136866
241110,24,2012,186,13,3582,1302.9976102941184,76.2,0.7719688542825361
241200,24,2012,6650,415,90376,1254.6738310236988,87.7,0.674765310429
130356,13,2012,452,73,26948,1163.3791002194575,91.5,0.7304821150855365
230170,23,2012,2640,148,24470,877.4737043966343,80.5,0.6495298571254121
431442,43,2011,356,35,5222,1079.8953182986045,97.8,0.06598495080069458
110003,11,2012,493,21,6132,1192.0436626916521,87.1,0.5213810579664239
110032,11,2012,1741,81,21927,1169.6331651239193,90,0.6100600119107609
110120,11,2012,796,39,10203,1251.205266418836,89.1,0.5568434270259828
110147,11,2012,186,21,3406,1022.665758513932,88.4,0.5577304964539007
110148,11,2012,252,19,5862,1219.325180055401,86.7,0.589965110483469
110155,11,2012,281,18,4778,1081.086835699797,88,0.6076907343014931
120050,12,2012,3639,163,39366,1358.9395622568115,79.5,0.7786484354457007
130050,13,2012,904,84,28077,1146.2428731665266,89.3,0.8099502851294049
150295,15,2012,2944,160,32115,1079.7820026007794,83.5,0.7874288231037846
150840,15,2012,2709,175,41382,1171.5078183079047,89.9,0.7072016562330556
170025,17,2012,162,4,2422,934.7034825870638,90.4,0.7023411371237458
170035,17,2012,262,27,5595,1122.691258992806,88.1,0.736953455571227
170110,17,2012,370,18,4319,1005.8469303797463,87.6,0.8013763644992881
170380,17,2012,606,35,10059,909.1290585774074,81.1,0.7602620534343331
170610,17,2012,499,57,7222,916.3509163987144,89.6,0.7713890808569454
170770,17,2012,399,55,8549,1003.7540506329126,85.6,0.7672231366094522
171630,17,2012,392,25,4627,1054.541806615776,85.2,0.7533231640880366
172010,17,2012,342,19,4740,856.1476635514019,85.1,0.7938815361249729
172030,17,2012,244,16,4376,804.7286644951134,78.2,0.7943510737628384
210255,21,2012,827,66,13649,1050.2946653412819,81.8,0.74981301421092
210592,21,2012,215,30,10955,889.0102631578942,73.4,0.7794238683127572
210598,21,2012,385,29,7106,722.096678832116,84.9,0.715049104563836
210635,21,2012,109,23,7751,1368.318085106383,69.5,0.8335817188276204
211023,21,2012,228,22,12203,990.6219158878505,75,0.8515691991082147
220045,22,2012,306,27,5177,871.2169526627213,79.9,0.7867748960601861
220191,22,2012,357,32,5407,731.083737704918,74.8,0.6393967954759661
220590,22,2012,163,31,5223,1048.132530120482,82.3,0.768891446106636
220700,22,2012,4170,248,35931,970.819448577679,78.8,0.7957689178193653
220885,22,2012,53,22,4229,1169.11939759036,84.4,0.8217821782178217
220900,22,2012,318,41,6282,1089.435934959349,76.2,0.7942301562001912
230230,23,2012,917,160,31259,972.165150537635,81.1,0.7357103533145504
230440,23,2012,136020,14512,2500194,1697.3231441982398,93.5,0.6227835082656862
231190,23,2012,787,82,15681,676.71464373464255,75.2,0.60128229543579
240660,24,2012,382,47,7679,1083.8960393873076,70.5,0.6555188367481825
240730,24,2012,751,48,8249,1083.2164035087728,80.1,0.48947495765787563
240770,24,2012,455,66,11333,879.4077064220179,77,0.6047835990888383
240850,24,2012,255,34,4704,997.8991282051287,87,0.3248936170212766
241310,24,2012,251,21,5729,1113.0249226006194,76.2,0.749556580347641
170560,17,2012,195,15,4153,975.4365399239541,81.2,0.846521635190055
220559,22,2012,289,22,4958,1090.0553777777793,71.7,0.8159142444856731
220635,22,2012,229,26,6750,1207.9955844155857,71.7,0.5813884785819793
230360,23,2012,498,54,19228,1106.7544532279312,77.2,0.6630214445748426
230780,23,2012,1149,128,25349,833.2786771600819,79.8,0.7089944948186528
240725,24,2012,209,27,3625,1073.0645098039217,79.5,0.6106870229007634
240780,24,2012,922,92,20959,1101.8317642341606,78.1,0.6560475684037513
431046,43,2011,141,17,1936,1562.6909803921571,97.2,0.13316195372750642
520549,52,2011,1887,229,57108,1082.6738128930826,95.4,0.6425531153873668
521450,52,2011,3338,155,24643,1128.134359096699,91.9,0.5460740985502458
130165,13,2012,1030,52,14396,930.7106446991403,75.4,0.8400715563506261
130310,13,2012,477,84,31749,935.2206981132085,87.5,0.8435351988793693
150050,15,2012,1523,116,33563,1733.985017605627,88.3,0.8093410679756061
150178,15,2012,2314,152,55521,1441.0111068925294,83.8,0.8174458033299044
150500,15,2012,493,81,14012,993.2694035087716,84.5,0.8073293833662497
150700,15,2012,3826,136,27707,1029.4132637474606,90,0.7811808809746954
150790,15,2012,2244,74,23461,1112.6047643097638,93.2,0.8324058777497609
160030,16,2012,23746,1674,415554,2444.771338485137,94.2,0.7220049974259489
171670,17,2012,543,47,8500,959.3692779783399,84.8,0.6345796562935438
210060,21,2012,2792,171,38953,815.4671414821913,76.4,0.6849708696912978
210320,21,2012,3859,352,75167,1162.5257608429406,77.9,0.7477880328829872
210460,21,2012,1396,47,16197,1104.0410650887534,69.8,0.8251000500250125
210600,21,2012,1018,50,11525,1087.8273190789475,71.8,0.6997549019607843
210620,21,2012,193,30,6629,996.9380000000001,86.2,0.8052526493626171
210632,21,2012,1195,86,19887,969.1775708502021,78.9,0.8200563792023386
210680,21,2012,1227,42,14402,753.9442191780821,87.7,0.9087136929460581
210845,21,2012,960,80,21785,1263.109175475688,66.5,0.8236958777473823
211030,21,2012,1463,68,14294,2123.9078794480783,74.4,0.8116033312338162
220010,22,2012,229,29,5062,1385.071813186813,77.3,0.8254559717591685
220550,22,2012,1901,181,37724,1190.4787652358252,80.7,0.8534757051178342
220560,22,2012,205,36,5229,936.2340077821011,79.6,0.8114350624763347
220930,22,2012,417,28,5624,1010.7773129251684,77.1,0.7789263692419296
230075,23,2012,1762,182,40274,1211.8192407906556,81.3,0.7457497514847194
230150,23,2012,565,41,7667,579.5731914893603,79.2,0.6806953339432754
230200,23,2012,1228,138,21742,893.496759818734,81.8,0.6399256332791076
230510,23,2012,301,33,3956,977.6874840764322,86.3,0.7114045618247299
230630,23,2012,1756,279,49130,997.2768546538299,82.5,0.7105127091476908
231000,23,2012,445,55,8972,787.3892448979598,77,0.5990752227359873
231120,23,2012,577,57,10448,842.5356301369833,72.7,0.672959034737764
231180,23,2012,7896,405,71723,938.2924485716733,85.4,0.6056648623879486
150300,15,2012,248,23,7897,1210.1279515828658,91,0.8219613597456591
150610,15,2012,454,52,10352,1264.2956611570262,83.1,0.7591781088713604
230330,23,2012,733,119,18586,895.5444745222931,76.7,0.5781451960361913
230470,23,2012,1815,230,52528,849.3345163535141,70.5,0.7613114006762147
250340,25,2012,82,15,3590,830.0172321428572,82.7,0.7017987633501968
250380,25,2012,211,28,5710,936.8737577002049,70,0.5922312876906705
250420,25,2012,142,34,4822,979.122284866469,73.6,0.683357573239144
260105,26,2012,1110,119,18617,1102.8533442622934,79.7,0.7365754254557471
260230,26,2012,1716,273,37539,999.9837227866467,73.5,0.5743338568424415
260740,26,2012,310,27,4475,1183.140611702128,82.7,0.7116704805491991
261350,26,2012,2358,180,32763,1003.608404074706,77.1,0.7347783432460605
270850,27,2012,1871,170,32846,968.0280425917476,70.5,0.7370190972757844
290530,29,2012,1081,53,17398,1214.0839412673886,81.6,0.8168506682161534
290990,29,2012,1692,162,32631,1327.7367427616896,80.3,0.7825857191706301
310740,31,2012,2981,234,46482,1082.0015084070387,94.6,0.4264767123287671
312010,31,2012,170,24,4234,998.1428715365241,90.2,0.7850178359096314
312590,31,2012,801,83,10612,980.5320851528373,81.5,0.6956080457649013
312880,31,2012,705,52,7164,987.070806330068,90.4,0.4552518384903566
314410,31,2012,1462,172,20406,1100.191966035271,93.8,0.1910821790416524
314650,31,2012,485,62,8047,1124.6822051773738,93,0.3998752339363693
314660,31,2012,87,8,1549,1040.13935483871,90.6,0.3624118024374599
316660,31,2012,49,2,807,949.0919834710744,86.1,0.5637254901960784
317103,31,2012,388,34,8523,865.9101739130433,76.5,0.8116688630645741
320050,32,2012,487,68,7497,1059.482924757281,86.9,0.486090775988287
261360,26,2012,1690,223,32186,1067.018315132605,83.5,0.5820923656927427
270780,27,2012,451,32,6607,1105.2266412213755,66.8,0.6986630614390866
260360,26,2012,419,63,8204,1158.9838130081303,78.5,0.6449675125658944
261153,26,2012,412,32,6722,1044.6758644067786,77.3,0.6194362017804155
270610,27,2012,470,49,10953,1140.890000000001,75.2,0.6446440025657473
291050,29,2012,1997,235,40180,2112.366333023246,83.9,0.8526321069395331
292225,29,2012,439,36,10433,1080.105737463128,79.3,0.8173853791492262
292895,29,2012,1080,47,9266,1028.553402922756,81.8,0.7666630540804161
292925,29,2012,1444,87,18430,1150.8942923976624,83.4,0.7219448665074886
313340,31,2012,484,72,13932,1573.2766700404868,94.4,0.25642527641502527
313540,31,2012,407,35,5288,3404.4003497309777,92.2,0.5906226834692365
313570,31,2012,222,31,5154,1004.3812209888995,91.4,0.7027341477603257
313590,31,2012,335,29,4760,869.3813493530499,90.6,0.24889914028098134
313730,31,2012,226,17,4191,986.7922006472495,88,0.7875059157595835
314300,31,2012,977,106,13049,1432.5223165760858,90.2,0.2259225233501761
315290,31,2012,835,68,8746,1168.1589846743288,91.8,0.3459355131698456
320310,32,2012,1129,78,10984,1117.605139146565,87.9,0.48740808823529413
291465,29,2012,2328,171,28790,1032.854734594271,76.3,0.7919763305272798
330250,33,2012,9235,1736,230568,1142.8239836160803,94,0.6279962872212667
250403,25,2012,372,31,5816,1075.6075824175828,65.2,0.585326669046769
250523,25,2012,276,21,6214,1025.7218674698818,66.7,0.6604868611961954
250670,25,2012,262,64,11423,1192.9588757396457,75.9,0.6736545406500485
250770,25,2012,864,107,17064,964.5942656250038,81.2,0.6494605710198486
251260,25,2012,40,6,1759,1094.8253526970943,80.1,0.6135294117647059
251570,25,2012,50,17,2994,1018.86962962963,74.6,0.7913306451612904
251597,25,2012,405,45,7447,995.0345683453252,73,0.6529698942229455
260590,26,2012,1109,145,28503,1075.9176003275998,77.6,0.7151506466520976
260850,26,2012,1182,160,20733,1039.3557267400242,77.7,0.7074540174249758
261210,26,2012,260,38,9641,1161.1689814814808,64.6,0.5980886932245248
261270,26,2012,619,99,13215,987.7018464052278,72.6,0.5619720473045615
261650,26,2012,568,100,14168,838.5139638281856,70.4,0.6774513977579112
280060,28,2012,1018,155,26059,1554.6309055397787,88.7,0.8115065860591745
280100,28,2012,762,100,16987,1054.1150788834957,77.2,0.6877014925373134
280310,28,2012,171,33,4942,1261.67215223097,77.5,0.6615724914538508
280600,28,2012,596,111,17435,1075.5811756756739,77.7,0.5772097356469081
280670,28,2012,3576,414,81011,1826.0714492208024,88.6,0.7682368604577442
290810,29,2012,1297,91,18235,1080.4792894280774,79.2,0.5926517571884984
290830,29,2012,784,140,17705,876.6346377749039,81.1,0.8953046394633873
291735,29,2012,582,36,8728,1374.9847124413154,78.3,0.6964564296857588
291992,29,2012,1189,103,18183,2096.127361162874,94.7,0.8759854980721643
293077,29,2012,1098,134,22109,1950.7178338278948,84.8,0.7522385346120631
310190,31,2012,1723,113,18709,1131.7773663988842,92.8,0.2541511168803072
310380,31,2012,101,15,2780,1172.3729230769222,91.2,0.15021613832853026
311200,31,2012,1050,123,14616,969.7209086937497,87.1,0.32796656618251574
313000,31,2012,200,19,2883,1075.6296214511046,90.2,0.5162190442971748
314370,31,2012,132,12,3349,1051.1133114754086,78.4,0.7708823529411765
315350,31,2012,599,63,8297,1020.5567841409697,90.5,0.3559322033898305
315480,31,2012,511,61,9307,1498.8410472541514,92.8,0.7477725222747773
317080,31,2012,2092,208,36439,1239.6577046347204,89.2,0.7566601507958671
320016,32,2012,361,83,11624,1542.3908830275225,81.2,0.6836561331974176
320110,32,2012,662,92,9514,1070.4256793248942,92,0.48781259892371004
320332,32,2012,2117,194,34675,1221.2237933753981,90.8,0.391435517413081
330370,33,2012,2877,342,41639,1174.9703892283394,94,0.5440428380187416
280550,28,2012,822,157,22287,1286.0701344430195,76.7,0.6748089519650655
312720,31,2012,186,25,3942,1121.823283333334,88.9,0.7310684647302904
320020,32,2012,3172,229,30626,1273.6010746426696,87.9,0.505671292534694
250840,25,2012,352,14,2800,919.647685185185,80.1,0.6055594651653765
250850,25,2012,255,61,7189,1469.260238095238,84.3,0.5546406140963015
251240,25,2012,704,64,13066,1033.0183542713596,83.7,0.5672392448158465
251640,25,2012,335,57,10394,962.0910714285704,75.8,0.6423073175484751
260220,26,2012,1985,289,37949,1038.1918792599843,75.1,0.5813043593200624
261500,26,2012,843,140,25681,898.1991697588132,82.8,0.5430854481207839
270130,27,2012,1132,112,20626,1083.868605143719,69.3,0.767515923566879
270350,27,2012,195,17,6950,860.4057950065697,74.3,0.7046298942555016
270460,27,2012,479,51,9981,1086.735292620867,75.9,0.6656295576081672
270820,27,2012,306,33,6744,976.7107177033494,71.3,0.6884953118023516
270890,27,2012,645,68,15020,1464.1869796557135,82.9,0.6940564228978362
280190,28,2012,159,25,3839,1199.2387828947376,77.8,0.6746198217094913
290327,29,2012,943,60,14495,1965.0960055710314,83.2,0.6731257046223225
290340,29,2012,1583,144,22067,1186.64193960511,78.4,0.8403596495252076
290600,29,2012,4365,318,67305,1414.6884947341443,79.9,0.74056171848026775
291690,29,2012,1710,99,12589,867.6819733333351,76.7,0.7698912872223097
291820,29,2012,1185,82,14096,1194.4011729323322,81.4,0.7834124229761315
292300,29,2012,2689,217,39535,1242.6455705329017,81.6,0.7597323443213942
292590,29,2012,649,109,27357,1709.4522978303773,72,0.826508501964817
292593,29,2012,543,37,9514,880.6064334470988,74.7,0.7757195185766614
292650,29,2012,513,60,14333,1204.6800896860996,72,0.7915528472368144
292920,29,2012,820,177,34226,3098.789555652424,90.6,0.918635486981678
293050,29,2012,5288,428,77211,1013.6853074121691,85,0.7775230254158905
293230,29,2012,1283,129,25575,1028.2946681539343,76.2,0.8579084183163367
293320,29,2012,2461,258,38748,1116.6791205380284,90.7,0.889853066439523
310080,31,2012,205,19,4129,940.9877791563283,88.4,0.37311960542540074
310650,31,2012,996,72,12198,1248.9822425773816,80.7,0.8248109909763434
311100,31,2012,1595,165,20707,1044.9132523672263,92.1,0.18654227292502537
311340,31,2012,5037,539,86364,1087.2586784522261,90.9,0.5559361801970906
312230,31,2012,7169,1300,217404,1332.7700484734987,96,0.3823920156607219
312770,31,2012,14179,1799,266190,1222.744779700461,92.3,0.6588494065000569
312910,31,2012,658,27,6025,1286.022281879194,88.8,0.44688823721081783
313090,31,2012,1653,165,24204,984.6625405092586,86.4,0.5655073060300473
313130,31,2012,14978,1257,243541,1589.8540495900838,94.5,0.5798328802475476
313410,31,2012,669,30,5859,1053.1662790697676,85.8,0.51243354484651
313470,31,2012,1226,82,12142,1013.1250452079584,75.2,0.7605274000824063
314090,31,2012,1913,136,17843,1172.4954931071054,86.3,0.6747732426303855
314630,31,2012,1352,167,19057,994.8569702434646,78.4,0.7752785145888594
315060,31,2012,329,44,6391,993.2186514886163,89.2,0.45091306383642893
315220,31,2012,2562,268,37588,1121.646565396492,81.4,0.700196662060168
315360,31,2012,479,55,9776,1113.9053903040262,94.1,0.7148527261332777
315650,31,2012,420,48,7406,871.1953954802277,79.1,0.7407693297311205
316090,31,2012,145,19,3548,1195.5422663551399,95.4,0.5867956744450769
330150,33,2012,1527,140,20707,1111.6152748885563,94.1,0.4365425089325045
410070,41,2012,714,87,10092,972.100894308943,85.6,0.5293713163064833
290220,29,2012,340,51,10483,897.8205145413876,82,0.9170070738268407
292220,29,2012,486,47,7374,932.0433910034603,81.6,0.8245422246515441
310290,31,2012,674,90,11151,1019.3803337783687,89.1,0.47935222672064776
410580,41,2012,16316,1220,217443,1306.1085046413496,94.9,0.3464135456970061
412640,41,2012,504,38,5711,1119.8443502824862,89.7,0.27311790993468543
110015,11,2013,3451,191,40099,1279.6472968102419,90.2,0.6361359382003217
110025,11,2013,1326,111,23017,1251.5322888283397,88.8,0.5892025089605735
130063,13,2013,722,36,17332,3391.225833333334,77.6,0.8680829082456254
130356,13,2013,497,55,28999,1159.6187092568443,91.5,0.7304821150855365
150405,15,2013,2965,158,28636,1003.1467995802722,85.6,0.761333094427522
150775,15,2013,833,13,5395,1143.5060088365256,82.7,0.7206814580031695
170070,17,2013,1242,35,8557,1288.1368804275228,91.2,0.6840597014925374
170388,17,2013,180,21,2457,1060.8689325842688,84.1,0.753992231333621
170550,17,2013,2889,162,33078,1334.203892037789,90,0.6633807840721164
170560,17,2013,213,26,4240,1009.970426356588,81.2,0.846521635190055
171330,17,2013,1576,81,13164,1179.2246298031866,88.7,0.6598542458808618
171550,17,2013,112,7,1085,933.0643046357616,86,0.7543352601156069
172097,17,2013,148,13,2695,1229.9230855855858,85.6,0.7561451424112369
420070,42,2012,800,68,9494,NA,91.7,0.12347253214323664
420075,42,2012,115,17,1991,NA,96.6,0.05682951146560319
420110,42,2012,413,18,3211,NA,90,0.04510108864696734
420120,42,2012,452,40,7613,NA,96.8,0.05738034589087009
420150,42,2012,723,54,7886,NA,94.9,0.0668042300748001
420165,42,2012,135,4,2254,NA,89.2,0.14374170720919946
420210,42,2012,1287,145,23422,NA,95.5,0.15495600125072587
420580,42,2012,807,76,15272,NA,94.5,0.2084405907058664
420770,42,2012,530,51,7268,NA,95.5,0.08918432350090015
420900,42,2012,1928,136,27467,NA,96.5,0.18026719958550758
420920,42,2012,143,8,2203,NA,94.8,0.10136363636363636
420940,42,2012,3909,395,42750,NA,94.5,0.11463646413125692
420980,42,2012,240,21,3309,NA,90.4,0.014557338086749852
420990,42,2012,723,80,10526,NA,95.4,0.04773060029282577
421125,42,2012,210,10,2886,NA,95.1,0.06364579730197163
421227,42,2012,517,21,4374,NA,92,0.38906461816538634
421415,42,2012,226,12,2780,NA,90.4,0.13374411018484958
421450,42,2012,435,42,6143,NA,94.4,0.1093169707734539
421505,42,2012,143,13,2440,NA,92.1,0.3188346327451785
421540,42,2012,314,28,4361,NA,93.3,0.18293816829381682
421555,42,2012,221,11,2351,NA,91.2,0.1477129668485103
421800,42,2012,2157,225,32087,NA,94.7,0.12170149542973419
421880,42,2012,820,46,12001,NA,95.4,0.07591733445803459
521180,52,2012,4258,222,43167,NA,92,0.5949463829380717
521450,52,2012,3345,151,25061,NA,91.9,0.5460740985502458
210005,21,2013,7047,475,107790,NA,85.5,0.7284426418576042
